state,state_postal,week_end_date,tot_cases,tot_deaths,week_cases,week_deaths,population
Alabama,AL,2020-01-22,0,0,0,0,4903185
Alabama,AL,2020-01-29,0,0,0,0,4903185
Alabama,AL,2020-02-05,0,0,0,0,4903185
Alabama,AL,2020-02-12,0,0,0,0,4903185
Alabama,AL,2020-02-19,0,0,0,0,4903185
Alabama,AL,2020-02-26,0,0,0,0,4903185
Alabama,AL,2020-03-04,0,0,0,0,4903185
Alabama,AL,2020-03-11,3,0,3,0,4903185
Alabama,AL,2020-03-18,61,0,58,0,4903185
Alabama,AL,2020-03-25,472,1,411,1,4903185
Alabama,AL,2020-04-01,1175,26,703,25,4903185
Alabama,AL,2020-04-08,2614,65,1439,39,4903185
Alabama,AL,2020-04-15,4307,110,1693,45,4903185
Alabama,AL,2020-04-22,5692,193,1385,83,4903185
Alabama,AL,2020-04-29,6979,255,1287,62,4903185
Alabama,AL,2020-05-06,8769,341,1790,86,4903185
Alabama,AL,2020-05-13,10822,448,2053,107,4903185
Alabama,AL,2020-05-20,13186,522,2364,74,4903185
Alabama,AL,2020-05-27,16263,583,3077,61,4903185
Alabama,AL,2020-06-03,18954,650,2691,67,4903185
Alabama,AL,2020-06-10,22659,742,3705,92,4903185
Alabama,AL,2020-06-17,27941,787,5282,45,4903185
Alabama,AL,2020-06-24,32878,886,4937,99,4903185
Alabama,AL,2020-07-01,39647,974,6769,88,4903185
Alabama,AL,2020-07-08,48149,1058,8502,84,4903185
Alabama,AL,2020-07-15,60194,1210,12045,152,4903185
Alabama,AL,2020-07-22,72594,1364,12400,154,4903185
Alabama,AL,2020-07-29,84652,1539,12058,175,4903185
Alabama,AL,2020-08-05,95323,1694,10671,155,4903185
Alabama,AL,2020-08-12,104219,1879,8896,185,4903185
Alabama,AL,2020-08-19,111696,1942,7477,63,4903185
Alabama,AL,2020-08-26,119904,2043,8208,101,4903185
Alabama,AL,2020-09-02,128240,2211,8336,168,4903185
Alabama,AL,2020-09-09,134061,2281,5821,70,4903185
Alabama,AL,2020-09-16,140423,2386,6362,105,4903185
Alabama,AL,2020-09-23,146897,2465,6474,79,4903185
Alabama,AL,2020-09-30,154772,2530,7875,65,4903185
Alabama,AL,2020-10-07,161085,2602,6313,72,4903185
Alabama,AL,2020-10-14,168620,2706,7535,104,4903185
Alabama,AL,2020-10-21,176605,2826,7985,120,4903185
Alabama,AL,2020-10-28,188775,2909,12170,83,4903185
Alabama,AL,2020-11-04,198927,3003,10152,94,4903185
Alabama,AL,2020-11-11,208637,3198,9710,195,4903185
Alabama,AL,2020-11-18,223488,3343,14851,145,4903185
Alabama,AL,2020-11-25,239318,3528,15830,185,4903185
Alabama,AL,2020-12-02,256828,3708,17510,180,4903185
Alabama,AL,2020-12-09,280187,3982,23359,274,4903185
Alabama,AL,2020-12-16,305640,4196,25453,214,4903185
Alabama,AL,2020-12-23,334569,4585,28929,389,4903185
Alabama,AL,2020-12-30,356820,4774,22251,189,4903185
Alabama,AL,2021-01-06,384185,4987,27365,213,4903185
Alabama,AL,2021-01-13,410996,5752,26811,765,4903185
Alabama,AL,2021-01-20,429655,6281,18659,529,4903185
Alabama,AL,2021-01-27,449087,7169,19432,888,4903185
Alabama,AL,2021-02-03,465061,8201,15974,1032,4903185
Alabama,AL,2021-02-10,476015,8888,10954,687,4903185
Alabama,AL,2021-02-17,483177,9347,7162,459,4903185
Alabama,AL,2021-02-24,490165,9741,6988,394,4903185
Alabama,AL,2021-03-03,497144,10026,6979,285,4903185
Alabama,AL,2021-03-10,501400,10219,4256,193,4903185
Alabama,AL,2021-03-17,509465,10360,8065,141,4903185
Alabama,AL,2021-03-24,512669,10481,3204,121,4903185
Alabama,AL,2021-03-31,515353,10547,2684,66,4903185
Alabama,AL,2021-04-07,517448,10650,2095,103,4903185
Alabama,AL,2021-04-14,520759,10725,3311,75,4903185
Alabama,AL,2021-04-21,524305,10799,3546,74,4903185
Alabama,AL,2021-04-28,527085,10876,2780,77,4903185
Alabama,AL,2021-05-05,529459,10928,2374,52,4903185
Alabama,AL,2021-05-12,531748,10993,2289,65,4903185
Alabama,AL,2021-05-19,540890,11040,9142,47,4903185
Alabama,AL,2021-05-26,542828,11132,1938,92,4903185
Alabama,AL,2021-06-02,544588,11161,1760,29,4903185
Alabama,AL,2021-06-09,546829,11241,2241,80,4903185
Alabama,AL,2021-06-16,548305,11280,1476,39,4903185
Alabama,AL,2021-06-23,549396,11318,1091,38,4903185
Alabama,AL,2021-06-30,550979,11350,1583,32,4903185
Alabama,AL,2021-07-07,552911,11386,1932,36,4903185
Alabama,AL,2021-07-14,556613,11426,3702,40,4903185
Alabama,AL,2021-07-21,563944,11459,7331,33,4903185
Alabama,AL,2021-07-28,577463,11508,13519,49,4903185
Alabama,AL,2021-08-04,595816,11560,18353,52,4903185
Alabama,AL,2021-08-11,619752,11689,23936,129,4903185
Alabama,AL,2021-08-18,645851,11872,26099,183,4903185
Alabama,AL,2021-08-25,665653,12000,19802,128,4903185
Alabama,AL,2021-09-01,704420,12292,38767,292,4903185
Alabama,AL,2021-09-08,732154,12487,27734,195,4903185
Alabama,AL,2021-09-15,757893,12784,25739,297,4903185
Alabama,AL,2021-09-22,778549,13665,20656,881,4903185
Alabama,AL,2021-09-29,794773,14200,16224,535,4903185
Alabama,AL,2021-10-06,804251,14612,9478,412,4903185
Alabama,AL,2021-10-13,810500,14979,6249,367,4903185
Alabama,AL,2021-10-20,815998,15308,5498,329,4903185
Alabama,AL,2021-10-27,828643,15432,12645,124,4903185
Alabama,AL,2021-11-03,833481,15668,4838,236,4903185
Alabama,AL,2021-11-10,837339,15910,3858,242,4903185
Alabama,AL,2021-11-17,840934,16020,3595,110,4903185
Alabama,AL,2021-11-24,844206,16099,3272,79,4903185
Alabama,AL,2021-12-01,846306,16140,2100,41,4903185
Alabama,AL,2021-12-08,850098,16201,3792,61,4903185
Alabama,AL,2021-12-15,854884,16303,4786,102,4903185
Alabama,AL,2021-12-22,861110,16378,6226,75,4903185
Alabama,AL,2021-12-29,880307,16453,19197,75,4903185
Alabama,AL,2022-01-05,932250,16502,51943,49,4903185
Alabama,AL,2022-01-12,1004622,16640,72372,138,4903185
Alabama,AL,2022-01-19,1088370,16756,83748,116,4903185
Alabama,AL,2022-01-26,1161930,16914,73560,158,4903185
Alabama,AL,2022-02-02,1229300,17215,67370,301,4903185
Alabama,AL,2022-02-09,1254032,17452,24732,237,4903185
Alabama,AL,2022-02-16,1267908,17748,13876,296,4903185
Alabama,AL,2022-02-23,1275357,18006,7449,258,4903185
Alabama,AL,2022-03-02,1281606,18334,6249,328,4903185
Alabama,AL,2022-03-09,1287823,18694,6217,360,4903185
Alabama,AL,2022-03-16,1290138,18944,2315,250,4903185
Alabama,AL,2022-03-23,1291927,19167,1789,223,4903185
Alabama,AL,2022-03-30,1295015,19284,3088,117,4903185
Alabama,AL,2022-04-06,1296286,19370,1271,86,4903185
Alabama,AL,2022-04-13,1297392,19440,1106,70,4903185
Alabama,AL,2022-04-20,1298637,19523,1245,83,4903185
Alabama,AL,2022-04-27,1300274,19558,1637,35,4903185
Alabama,AL,2022-05-04,1301804,19590,1530,32,4903185
Alabama,AL,2022-05-11,1303827,19606,2023,16,4903185
Alabama,AL,2022-05-18,1306662,19633,2835,27,4903185
Alabama,AL,2022-05-25,1310521,19651,3859,18,4903185
Alabama,AL,2022-06-01,1315934,19664,5413,13,4903185
Alabama,AL,2022-06-08,1322957,19676,7023,12,4903185
Alabama,AL,2022-06-15,1331452,19696,8495,20,4903185
Alabama,AL,2022-06-22,1342150,19722,10698,26,4903185
Alabama,AL,2022-06-29,1355340,19740,13190,18,4903185
Alabama,AL,2022-07-06,1367570,19766,12230,26,4903185
Alabama,AL,2022-07-13,1384836,19812,17266,46,4903185
Alabama,AL,2022-07-20,1401893,19852,17057,40,4903185
Alabama,AL,2022-07-27,1419075,19890,17182,38,4903185
Alabama,AL,2022-08-03,1424411,19891,5336,1,4903185
Alabama,AL,2022-08-10,1436458,19974,12047,83,4903185
Alabama,AL,2022-08-17,1449812,20026,13354,52,4903185
Alabama,AL,2022-08-24,1463933,20041,14121,15,4903185
Alabama,AL,2022-08-31,1479605,20048,15672,7,4903185
Alabama,AL,2022-09-07,1494300,20160,14695,112,4903185
Alabama,AL,2022-09-14,1504180,20239,9880,79,4903185
Alabama,AL,2022-09-21,1512134,20322,7954,83,4903185
Alabama,AL,2022-09-28,1517904,20395,5770,73,4903185
Alabama,AL,2022-10-05,1522135,20422,4231,27,4903185
Alabama,AL,2022-10-12,1525724,20473,3589,51,4903185
Alabama,AL,2022-10-19,1528739,20505,3015,32,4903185
Alabama,AL,2022-10-26,1531305,20533,2566,28,4903185
Alabama,AL,2022-11-02,1534287,20558,2982,25,4903185
Alabama,AL,2022-11-09,1540329,20608,6042,50,4903185
Alabama,AL,2022-11-16,1542227,20617,1898,9,4903185
Alabama,AL,2022-11-23,1545099,20631,2872,14,4903185
Alabama,AL,2022-11-30,1549285,20652,4186,21,4903185
Alabama,AL,2022-12-07,1555092,20682,5807,30,4903185
Alabama,AL,2022-12-14,1561557,20704,6465,22,4903185
Alabama,AL,2022-12-21,1568934,20737,7377,33,4903185
Alabama,AL,2022-12-28,1573637,20757,4703,20,4903185
Alabama,AL,2023-01-04,1587224,20776,13587,19,4903185
Alabama,AL,2023-01-11,1596149,20820,8925,44,4903185
Alabama,AL,2023-01-18,1602891,20846,6742,26,4903185
Alabama,AL,2023-01-25,1610535,20870,7644,24,4903185
Alabama,AL,2023-02-01,1617850,20882,7315,12,4903185
Alabama,AL,2023-02-08,1627670,20892,9820,10,4903185
Alabama,AL,2023-02-15,1633743,20899,6073,7,4903185
Alabama,AL,2023-02-22,1638348,20932,4605,33,4903185
Alabama,AL,2023-03-01,1642062,21001,3714,69,4903185
Alabama,AL,2023-03-08,1644533,21032,2471,31,4903185
Alabama,AL,2023-03-15,1646423,21091,1890,59,4903185
Alabama,AL,2023-03-22,1648385,21113,1962,22,4903185
Alabama,AL,2023-03-29,1650449,21127,2064,14,4903185
Alabama,AL,2023-04-05,1652469,21131,2020,4,4903185
Alaska,AK,2020-01-22,0,0,0,0,731545
Alaska,AK,2020-01-29,0,0,0,0,731545
Alaska,AK,2020-02-05,0,0,0,0,731545
Alaska,AK,2020-02-12,0,0,0,0,731545
Alaska,AK,2020-02-19,0,0,0,0,731545
Alaska,AK,2020-02-26,0,0,0,0,731545
Alaska,AK,2020-03-04,0,0,0,0,731545
Alaska,AK,2020-03-11,0,0,0,0,731545
Alaska,AK,2020-03-18,11,0,11,0,731545
Alaska,AK,2020-03-25,63,1,52,1,731545
Alaska,AK,2020-04-01,149,3,86,2,731545
Alaska,AK,2020-04-08,235,7,86,4,731545
Alaska,AK,2020-04-15,300,9,65,2,731545
Alaska,AK,2020-04-22,337,9,37,0,731545
Alaska,AK,2020-04-29,355,9,18,0,731545
Alaska,AK,2020-05-06,374,10,19,1,731545
Alaska,AK,2020-05-13,389,10,15,0,731545
Alaska,AK,2020-05-20,404,10,15,0,731545
Alaska,AK,2020-05-27,427,10,23,0,731545
Alaska,AK,2020-06-03,518,10,91,0,731545
Alaska,AK,2020-06-10,616,11,98,1,731545
Alaska,AK,2020-06-17,713,12,97,1,731545
Alaska,AK,2020-06-24,821,12,108,0,731545
Alaska,AK,2020-07-01,1020,13,199,1,731545
Alaska,AK,2020-07-08,1273,16,253,3,731545
Alaska,AK,2020-07-15,1694,16,421,0,731545
Alaska,AK,2020-07-22,2202,18,508,2,731545
Alaska,AK,2020-07-29,2886,21,684,3,731545
Alaska,AK,2020-08-05,3487,25,601,4,731545
Alaska,AK,2020-08-12,3978,27,491,2,731545
Alaska,AK,2020-08-19,4536,29,558,2,731545
Alaska,AK,2020-08-26,5001,36,465,7,731545
Alaska,AK,2020-09-02,5475,38,474,2,731545
Alaska,AK,2020-09-09,6022,41,547,3,731545
Alaska,AK,2020-09-16,6551,43,529,2,731545
Alaska,AK,2020-09-23,7193,44,642,1,731545
Alaska,AK,2020-09-30,8026,55,833,11,731545
Alaska,AK,2020-10-07,9046,59,1020,4,731545
Alaska,AK,2020-10-14,10387,64,1341,5,731545
Alaska,AK,2020-10-21,11925,68,1538,4,731545
Alaska,AK,2020-10-28,14539,71,2614,3,731545
Alaska,AK,2020-11-04,17266,86,2727,15,731545
Alaska,AK,2020-11-11,20864,98,3598,12,731545
Alaska,AK,2020-11-18,25180,102,4316,4,731545
Alaska,AK,2020-11-25,29292,118,4112,16,731545
Alaska,AK,2020-12-02,33816,123,4524,5,731545
Alaska,AK,2020-12-09,38438,150,4622,27,731545
Alaska,AK,2020-12-16,41855,180,3417,30,731545
Alaska,AK,2020-12-23,44078,196,2223,16,731545
Alaska,AK,2020-12-30,45802,203,1724,7,731545
Alaska,AK,2021-01-06,47828,220,2026,17,731545
Alaska,AK,2021-01-13,49801,226,1973,6,731545
Alaska,AK,2021-01-20,51178,253,1377,27,731545
Alaska,AK,2021-01-27,52359,261,1181,8,731545
Alaska,AK,2021-02-03,53305,279,946,18,731545
Alaska,AK,2021-02-10,54294,280,989,1,731545
Alaska,AK,2021-02-17,55101,288,807,8,731545
Alaska,AK,2021-02-24,55986,289,885,1,731545
Alaska,AK,2021-03-03,56862,301,876,12,731545
Alaska,AK,2021-03-10,57772,303,910,2,731545
Alaska,AK,2021-03-17,58686,305,914,2,731545
Alaska,AK,2021-03-24,59630,310,944,5,731545
Alaska,AK,2021-03-31,60816,311,1186,1,731545
Alaska,AK,2021-04-07,62024,311,1208,0,731545
Alaska,AK,2021-04-14,63137,312,1113,1,731545
Alaska,AK,2021-04-21,64283,332,1146,20,731545
Alaska,AK,2021-04-28,65325,344,1042,12,731545
Alaska,AK,2021-05-05,66056,345,731,1,731545
Alaska,AK,2021-05-12,66621,350,565,5,731545
Alaska,AK,2021-05-19,67074,366,453,16,731545
Alaska,AK,2021-05-26,67371,366,297,0,731545
Alaska,AK,2021-06-02,67601,366,230,0,731545
Alaska,AK,2021-06-09,67786,366,185,0,731545
Alaska,AK,2021-06-16,67941,370,155,4,731545
Alaska,AK,2021-06-23,68178,371,237,1,731545
Alaska,AK,2021-06-30,68435,374,257,3,731545
Alaska,AK,2021-07-07,68748,374,313,0,731545
Alaska,AK,2021-07-14,69320,378,572,4,731545
Alaska,AK,2021-07-21,70519,379,1199,1,731545
Alaska,AK,2021-07-28,72065,383,1546,4,731545
Alaska,AK,2021-08-04,73957,390,1892,7,731545
Alaska,AK,2021-08-11,76069,397,2112,7,731545
Alaska,AK,2021-08-18,79070,409,3001,12,731545
Alaska,AK,2021-08-25,82427,435,3357,26,731545
Alaska,AK,2021-09-01,86078,445,3651,10,731545
Alaska,AK,2021-09-08,90342,453,4264,8,731545
Alaska,AK,2021-09-15,95229,465,4887,12,731545
Alaska,AK,2021-09-22,101487,478,6258,13,731545
Alaska,AK,2021-09-29,109923,563,8436,85,731545
Alaska,AK,2021-10-06,115667,581,5744,18,731545
Alaska,AK,2021-10-13,121844,608,6177,27,731545
Alaska,AK,2021-10-20,127374,687,5530,79,731545
Alaska,AK,2021-10-27,131999,712,4625,25,731545
Alaska,AK,2021-11-03,136133,733,4134,21,731545
Alaska,AK,2021-11-10,139524,827,3391,94,731545
Alaska,AK,2021-11-17,142443,838,2919,11,731545
Alaska,AK,2021-11-24,144792,866,2349,28,731545
Alaska,AK,2021-12-01,146508,877,1716,11,731545
Alaska,AK,2021-12-08,148018,882,1510,5,731545
Alaska,AK,2021-12-15,149237,885,1219,3,731545
Alaska,AK,2021-12-22,150283,972,1046,87,731545
Alaska,AK,2021-12-29,152363,974,2080,2,731545
Alaska,AK,2022-01-05,157886,975,5523,1,731545
Alaska,AK,2022-01-12,170052,981,12166,6,731545
Alaska,AK,2022-01-19,185787,1047,15735,66,731545
Alaska,AK,2022-01-26,202626,1077,16839,30,731545
Alaska,AK,2022-02-02,216048,1089,13422,12,731545
Alaska,AK,2022-02-09,224165,1110,8117,21,731545
Alaska,AK,2022-02-16,228123,1137,3958,27,731545
Alaska,AK,2022-02-23,230807,1159,2684,22,731545
Alaska,AK,2022-03-02,232898,1187,2091,28,731545
Alaska,AK,2022-03-09,235338,1197,2440,10,731545
Alaska,AK,2022-03-16,236745,1198,1407,1,731545
Alaska,AK,2022-03-23,238168,1215,1423,17,731545
Alaska,AK,2022-03-30,239613,1224,1445,9,731545
Alaska,AK,2022-04-06,240990,1224,1377,0,731545
Alaska,AK,2022-04-13,242227,1230,1237,6,731545
Alaska,AK,2022-04-20,243740,1243,1513,13,731545
Alaska,AK,2022-04-27,245165,1247,1425,4,731545
Alaska,AK,2022-05-04,246582,1248,1417,1,731545
Alaska,AK,2022-05-11,248121,1259,1539,11,731545
Alaska,AK,2022-05-18,249818,1270,1697,11,731545
Alaska,AK,2022-05-25,251699,1270,1881,0,731545
Alaska,AK,2022-06-01,253643,1270,1944,0,731545
Alaska,AK,2022-06-08,255700,1270,2057,0,731545
Alaska,AK,2022-06-15,257682,1270,1982,0,731545
Alaska,AK,2022-06-22,259819,1270,2137,0,731545
Alaska,AK,2022-06-29,262585,1270,2766,0,731545
Alaska,AK,2022-07-06,264573,1270,1988,0,731545
Alaska,AK,2022-07-13,266706,1275,2133,5,731545
Alaska,AK,2022-07-20,269051,1275,2345,0,731545
Alaska,AK,2022-07-27,271101,1275,2050,0,731545
Alaska,AK,2022-08-03,273674,1275,2573,0,731545
Alaska,AK,2022-08-10,275542,1296,1868,21,731545
Alaska,AK,2022-08-17,277007,1296,1465,0,731545
Alaska,AK,2022-08-24,278680,1304,1673,8,731545
Alaska,AK,2022-08-31,279888,1304,1208,0,731545
Alaska,AK,2022-09-07,280767,1304,879,0,731545
Alaska,AK,2022-09-14,281717,1329,950,25,731545
Alaska,AK,2022-09-21,282361,1329,644,0,731545
Alaska,AK,2022-09-28,282911,1329,550,0,731545
Alaska,AK,2022-10-05,283548,1356,637,27,731545
Alaska,AK,2022-10-12,284059,1356,511,0,731545
Alaska,AK,2022-10-19,284406,1356,347,0,731545
Alaska,AK,2022-10-26,284785,1376,379,20,731545
Alaska,AK,2022-11-02,285144,1376,359,0,731545
Alaska,AK,2022-11-09,285343,1376,199,0,731545
Alaska,AK,2022-11-16,285733,1399,390,23,731545
Alaska,AK,2022-11-23,286163,1399,430,0,731545
Alaska,AK,2022-11-30,286561,1399,398,0,731545
Alaska,AK,2022-12-07,287057,1399,496,0,731545
Alaska,AK,2022-12-14,287411,1399,354,0,731545
Alaska,AK,2022-12-21,287791,1418,380,19,731545
Alaska,AK,2022-12-28,288123,1418,332,0,731545
Alaska,AK,2023-01-04,288494,1418,371,0,731545
Alaska,AK,2023-01-11,288964,1418,470,0,731545
Alaska,AK,2023-01-18,289613,1418,649,0,731545
Alaska,AK,2023-01-25,290267,1436,654,18,731545
Alaska,AK,2023-02-01,291060,1436,793,0,731545
Alaska,AK,2023-02-08,291752,1436,692,0,731545
Alaska,AK,2023-02-15,292538,1436,786,0,731545
Alaska,AK,2023-02-22,293313,1449,775,13,731545
Alaska,AK,2023-03-01,293761,1449,448,0,731545
Alaska,AK,2023-03-08,294343,1449,582,0,731545
Alaska,AK,2023-03-15,294791,1449,448,0,731545
Alaska,AK,2023-03-22,295287,1449,496,0,731545
Alaska,AK,2023-03-29,295801,1468,514,19,731545
Alaska,AK,2023-04-05,296202,1468,401,0,731545
American Samoa,AS,2020-01-22,0,0,0,0,55312
American Samoa,AS,2020-01-29,0,0,0,0,55312
American Samoa,AS,2020-02-05,0,0,0,0,55312
American Samoa,AS,2020-02-12,0,0,0,0,55312
American Samoa,AS,2020-02-19,0,0,0,0,55312
American Samoa,AS,2020-02-26,0,0,0,0,55312
American Samoa,AS,2020-03-04,0,0,0,0,55312
American Samoa,AS,2020-03-11,0,0,0,0,55312
American Samoa,AS,2020-03-18,0,0,0,0,55312
American Samoa,AS,2020-03-25,0,0,0,0,55312
American Samoa,AS,2020-04-01,0,0,0,0,55312
American Samoa,AS,2020-04-08,0,0,0,0,55312
American Samoa,AS,2020-04-15,0,0,0,0,55312
American Samoa,AS,2020-04-22,0,0,0,0,55312
American Samoa,AS,2020-04-29,0,0,0,0,55312
American Samoa,AS,2020-05-06,0,0,0,0,55312
American Samoa,AS,2020-05-13,0,0,0,0,55312
American Samoa,AS,2020-05-20,0,0,0,0,55312
American Samoa,AS,2020-05-27,0,0,0,0,55312
American Samoa,AS,2020-06-03,0,0,0,0,55312
American Samoa,AS,2020-06-10,0,0,0,0,55312
American Samoa,AS,2020-06-17,0,0,0,0,55312
American Samoa,AS,2020-06-24,0,0,0,0,55312
American Samoa,AS,2020-07-01,0,0,0,0,55312
American Samoa,AS,2020-07-08,0,0,0,0,55312
American Samoa,AS,2020-07-15,0,0,0,0,55312
American Samoa,AS,2020-07-22,0,0,0,0,55312
American Samoa,AS,2020-07-29,0,0,0,0,55312
American Samoa,AS,2020-08-05,0,0,0,0,55312
American Samoa,AS,2020-08-12,0,0,0,0,55312
American Samoa,AS,2020-08-19,0,0,0,0,55312
American Samoa,AS,2020-08-26,0,0,0,0,55312
American Samoa,AS,2020-09-02,0,0,0,0,55312
American Samoa,AS,2020-09-09,0,0,0,0,55312
American Samoa,AS,2020-09-16,0,0,0,0,55312
American Samoa,AS,2020-09-23,0,0,0,0,55312
American Samoa,AS,2020-09-30,0,0,0,0,55312
American Samoa,AS,2020-10-07,0,0,0,0,55312
American Samoa,AS,2020-10-14,0,0,0,0,55312
American Samoa,AS,2020-10-21,0,0,0,0,55312
American Samoa,AS,2020-10-28,0,0,0,0,55312
American Samoa,AS,2020-11-04,0,0,0,0,55312
American Samoa,AS,2020-11-11,0,0,0,0,55312
American Samoa,AS,2020-11-18,0,0,0,0,55312
American Samoa,AS,2020-11-25,0,0,0,0,55312
American Samoa,AS,2020-12-02,0,0,0,0,55312
American Samoa,AS,2020-12-09,0,0,0,0,55312
American Samoa,AS,2020-12-16,0,0,0,0,55312
American Samoa,AS,2020-12-23,0,0,0,0,55312
American Samoa,AS,2020-12-30,0,0,0,0,55312
American Samoa,AS,2021-01-06,0,0,0,0,55312
American Samoa,AS,2021-01-13,0,0,0,0,55312
American Samoa,AS,2021-01-20,0,0,0,0,55312
American Samoa,AS,2021-01-27,0,0,0,0,55312
American Samoa,AS,2021-02-03,0,0,0,0,55312
American Samoa,AS,2021-02-10,0,0,0,0,55312
American Samoa,AS,2021-02-17,0,0,0,0,55312
American Samoa,AS,2021-02-24,0,0,0,0,55312
American Samoa,AS,2021-03-03,0,0,0,0,55312
American Samoa,AS,2021-03-10,0,0,0,0,55312
American Samoa,AS,2021-03-17,0,0,0,0,55312
American Samoa,AS,2021-03-24,0,0,0,0,55312
American Samoa,AS,2021-03-31,0,0,0,0,55312
American Samoa,AS,2021-04-07,0,0,0,0,55312
American Samoa,AS,2021-04-14,0,0,0,0,55312
American Samoa,AS,2021-04-21,0,0,0,0,55312
American Samoa,AS,2021-04-28,0,0,0,0,55312
American Samoa,AS,2021-05-05,0,0,0,0,55312
American Samoa,AS,2021-05-12,0,0,0,0,55312
American Samoa,AS,2021-05-19,0,0,0,0,55312
American Samoa,AS,2021-05-26,0,0,0,0,55312
American Samoa,AS,2021-06-02,0,0,0,0,55312
American Samoa,AS,2021-06-09,0,0,0,0,55312
American Samoa,AS,2021-06-16,0,0,0,0,55312
American Samoa,AS,2021-06-23,0,0,0,0,55312
American Samoa,AS,2021-06-30,0,0,0,0,55312
American Samoa,AS,2021-07-07,0,0,0,0,55312
American Samoa,AS,2021-07-14,0,0,0,0,55312
American Samoa,AS,2021-07-21,0,0,0,0,55312
American Samoa,AS,2021-07-28,0,0,0,0,55312
American Samoa,AS,2021-08-04,0,0,0,0,55312
American Samoa,AS,2021-08-11,0,0,0,0,55312
American Samoa,AS,2021-08-18,0,0,0,0,55312
American Samoa,AS,2021-08-25,0,0,0,0,55312
American Samoa,AS,2021-09-01,0,0,0,0,55312
American Samoa,AS,2021-09-08,0,0,0,0,55312
American Samoa,AS,2021-09-15,0,0,0,0,55312
American Samoa,AS,2021-09-22,1,0,1,0,55312
American Samoa,AS,2021-09-29,1,0,0,0,55312
American Samoa,AS,2021-10-06,3,0,2,0,55312
American Samoa,AS,2021-10-13,3,0,0,0,55312
American Samoa,AS,2021-10-20,3,0,0,0,55312
American Samoa,AS,2021-10-27,4,0,1,0,55312
American Samoa,AS,2021-11-03,4,0,0,0,55312
American Samoa,AS,2021-11-10,4,0,0,0,55312
American Samoa,AS,2021-11-17,5,0,1,0,55312
American Samoa,AS,2021-11-24,5,0,0,0,55312
American Samoa,AS,2021-12-01,10,0,5,0,55312
American Samoa,AS,2021-12-08,10,0,0,0,55312
American Samoa,AS,2021-12-15,10,0,0,0,55312
American Samoa,AS,2021-12-22,11,0,1,0,55312
American Samoa,AS,2021-12-29,11,0,0,0,55312
American Samoa,AS,2022-01-05,11,0,0,0,55312
American Samoa,AS,2022-01-12,18,0,7,0,55312
American Samoa,AS,2022-01-19,18,0,0,0,55312
American Samoa,AS,2022-01-26,18,0,0,0,55312
American Samoa,AS,2022-02-02,22,0,4,0,55312
American Samoa,AS,2022-02-09,57,0,35,0,55312
American Samoa,AS,2022-02-16,57,0,0,0,55312
American Samoa,AS,2022-02-23,72,0,15,0,55312
American Samoa,AS,2022-03-02,146,0,74,0,55312
American Samoa,AS,2022-03-09,352,0,206,0,55312
American Samoa,AS,2022-03-16,779,0,427,0,55312
American Samoa,AS,2022-03-23,1993,0,1214,0,55312
American Samoa,AS,2022-03-30,3483,3,1490,3,55312
American Samoa,AS,2022-04-06,5018,8,1535,5,55312
American Samoa,AS,2022-04-13,5536,18,518,10,55312
American Samoa,AS,2022-04-20,5663,21,127,3,55312
American Samoa,AS,2022-04-27,5817,26,154,5,55312
American Samoa,AS,2022-05-04,5873,27,56,1,55312
American Samoa,AS,2022-05-11,5991,30,118,3,55312
American Samoa,AS,2022-05-18,6065,30,74,0,55312
American Samoa,AS,2022-05-25,6110,31,45,1,55312
American Samoa,AS,2022-06-01,6192,31,82,0,55312
American Samoa,AS,2022-06-08,6192,31,0,0,55312
American Samoa,AS,2022-06-15,6270,31,78,0,55312
American Samoa,AS,2022-06-22,6342,31,72,0,55312
American Samoa,AS,2022-06-29,6414,31,72,0,55312
American Samoa,AS,2022-07-06,6505,31,91,0,55312
American Samoa,AS,2022-07-13,6505,31,0,0,55312
American Samoa,AS,2022-07-20,7471,33,966,2,55312
American Samoa,AS,2022-07-27,7471,33,0,0,55312
American Samoa,AS,2022-08-03,7952,33,481,0,55312
American Samoa,AS,2022-08-10,8042,33,90,0,55312
American Samoa,AS,2022-08-17,8042,33,0,0,55312
American Samoa,AS,2022-08-24,8168,34,126,1,55312
American Samoa,AS,2022-08-31,8168,34,0,0,55312
American Samoa,AS,2022-09-07,8217,34,49,0,55312
American Samoa,AS,2022-09-14,8217,34,0,0,55312
American Samoa,AS,2022-09-21,8244,34,27,0,55312
American Samoa,AS,2022-09-28,8247,34,3,0,55312
American Samoa,AS,2022-10-05,8250,34,3,0,55312
American Samoa,AS,2022-10-12,8250,34,0,0,55312
American Samoa,AS,2022-10-19,8251,34,1,0,55312
American Samoa,AS,2022-10-26,8257,34,6,0,55312
American Samoa,AS,2022-11-02,8257,34,0,0,55312
American Samoa,AS,2022-11-09,8257,34,0,0,55312
American Samoa,AS,2022-11-16,8262,34,5,0,55312
American Samoa,AS,2022-11-23,8262,34,0,0,55312
American Samoa,AS,2022-11-30,8263,34,1,0,55312
American Samoa,AS,2022-12-07,8264,34,1,0,55312
American Samoa,AS,2022-12-14,8265,34,1,0,55312
American Samoa,AS,2022-12-21,8266,34,1,0,55312
American Samoa,AS,2022-12-28,8266,34,0,0,55312
American Samoa,AS,2023-01-04,8266,34,0,0,55312
