state,state_postal,week_end_date,tot_cases,tot_deaths,week_cases,week_deaths,population
Iowa,IA,2022-06-22,792208,9679,3943,65,3155070
Iowa,IA,2022-06-29,796196,9688,3988,9,3155070
Iowa,IA,2022-07-06,800176,9702,3980,14,3155070
Iowa,IA,2022-07-13,805363,9718,5187,16,3155070
Iowa,IA,2022-07-20,810664,9759,5301,41,3155070
Iowa,IA,2022-07-27,816588,9781,5924,22,3155070
Iowa,IA,2022-08-03,822356,9816,5768,35,3155070
Iowa,IA,2022-08-10,828016,9848,5660,32,3155070
Iowa,IA,2022-08-17,832937,9880,4921,32,3155070
Iowa,IA,2022-08-24,837739,9905,4802,25,3155070
Iowa,IA,2022-08-31,842647,9939,4908,34,3155070
Iowa,IA,2022-09-07,846823,9967,4176,28,3155070
Iowa,IA,2022-09-14,850932,9993,4109,26,3155070
Iowa,IA,2022-09-21,853840,10049,2908,56,3155070
Iowa,IA,2022-09-28,855931,10075,2091,26,3155070
Iowa,IA,2022-10-05,857784,10096,1853,21,3155070
Iowa,IA,2022-10-12,859502,10124,1718,28,3155070
Iowa,IA,2022-10-19,861010,10152,1508,28,3155070
Iowa,IA,2022-10-26,862925,10177,1915,25,3155070
Iowa,IA,2022-11-02,864752,10207,1827,30,3155070
Iowa,IA,2022-11-09,866615,10229,1863,22,3155070
Iowa,IA,2022-11-16,868595,10253,1980,24,3155070
Iowa,IA,2022-11-23,870897,10276,2302,23,3155070
Iowa,IA,2022-11-30,873595,10294,2698,18,3155070
Iowa,IA,2022-12-07,877066,10315,3471,21,3155070
Iowa,IA,2022-12-14,880770,10341,3704,26,3155070
Iowa,IA,2022-12-21,884263,10386,3493,45,3155070
Iowa,IA,2022-12-28,886411,10422,2148,36,3155070
Iowa,IA,2023-01-04,888664,10462,2253,40,3155070
Iowa,IA,2023-01-11,890868,10508,2204,46,3155070
Iowa,IA,2023-01-18,892554,10537,1686,29,3155070
Iowa,IA,2023-01-25,894105,10566,1551,29,3155070
Iowa,IA,2023-02-01,895619,10597,1514,31,3155070
Iowa,IA,2023-02-08,897136,10625,1517,28,3155070
Iowa,IA,2023-02-15,898762,10653,1626,28,3155070
Iowa,IA,2023-02-22,900343,10671,1581,18,3155070
Iowa,IA,2023-03-01,902075,10700,1732,29,3155070
Iowa,IA,2023-03-08,903991,10725,1916,25,3155070
Iowa,IA,2023-03-15,905744,10742,1753,17,3155070
Iowa,IA,2023-03-22,907421,10769,1677,27,3155070
Iowa,IA,2023-03-29,908936,10797,1515,28,3155070
Iowa,IA,2023-04-05,908936,10797,0,0,3155070
Kansas,KS,2020-01-22,0,0,0,0,2913314
Kansas,KS,2020-01-29,0,0,0,0,2913314
Kansas,KS,2020-02-05,0,0,0,0,2913314
Kansas,KS,2020-02-12,0,0,0,0,2913314
Kansas,KS,2020-02-19,0,0,0,0,2913314
Kansas,KS,2020-02-26,0,0,0,0,2913314
Kansas,KS,2020-03-04,0,0,0,0,2913314
Kansas,KS,2020-03-11,1,0,1,0,2913314
Kansas,KS,2020-03-18,20,1,19,1,2913314
Kansas,KS,2020-03-25,133,3,113,2,2913314
Kansas,KS,2020-04-01,484,10,351,7,2913314
Kansas,KS,2020-04-08,1047,36,563,26,2913314
Kansas,KS,2020-04-15,1501,74,454,38,2913314
Kansas,KS,2020-04-22,2317,113,816,39,2913314
Kansas,KS,2020-04-29,3781,136,1464,23,2913314
Kansas,KS,2020-05-06,5784,166,2003,30,2913314
Kansas,KS,2020-05-13,7400,191,1616,25,2913314
Kansas,KS,2020-05-20,8424,208,1024,17,2913314
Kansas,KS,2020-05-27,9200,217,776,9,2913314
Kansas,KS,2020-06-03,9940,228,740,11,2913314
Kansas,KS,2020-06-10,10576,241,636,13,2913314
Kansas,KS,2020-06-17,11456,249,880,8,2913314
Kansas,KS,2020-06-24,12710,263,1254,14,2913314
Kansas,KS,2020-07-01,14576,279,1866,16,2913314
Kansas,KS,2020-07-08,17300,292,2724,13,2913314
Kansas,KS,2020-07-15,20298,307,2998,15,2913314
Kansas,KS,2020-07-22,23430,322,3132,15,2913314
Kansas,KS,2020-07-29,26492,353,3062,31,2913314
Kansas,KS,2020-08-05,29181,376,2689,23,2913314
Kansas,KS,2020-08-12,31987,402,2806,26,2913314
Kansas,KS,2020-08-19,35301,429,3314,27,2913314
Kansas,KS,2020-08-26,39712,455,4411,26,2913314
Kansas,KS,2020-09-02,43658,474,3946,19,2913314
Kansas,KS,2020-09-09,47170,513,3512,39,2913314
Kansas,KS,2020-09-16,50419,600,3249,87,2913314
Kansas,KS,2020-09-23,56309,641,5890,41,2913314
Kansas,KS,2020-09-30,60842,699,4533,58,2913314
Kansas,KS,2020-10-07,65011,745,4169,46,2913314
Kansas,KS,2020-10-14,70310,857,5299,112,2913314
Kansas,KS,2020-10-21,75837,968,5527,111,2913314
Kansas,KS,2020-10-28,83077,1026,7240,58,2913314
Kansas,KS,2020-11-04,93246,1110,10169,84,2913314
Kansas,KS,2020-11-11,110151,1238,16905,128,2913314
Kansas,KS,2020-11-18,129733,1358,19582,120,2913314
Kansas,KS,2020-11-25,149066,1551,19333,193,2913314
Kansas,KS,2020-12-02,163674,1729,14608,178,2913314
Kansas,KS,2020-12-09,181483,2000,17809,271,2913314
Kansas,KS,2020-12-16,196503,2306,15020,306,2913314
Kansas,KS,2020-12-23,211623,2559,15120,253,2913314
Kansas,KS,2020-12-30,224074,2800,12451,241,2913314
Kansas,KS,2021-01-06,238208,3057,14134,257,2913314
Kansas,KS,2021-01-13,253194,3404,14986,347,2913314
Kansas,KS,2021-01-20,264538,3606,11344,202,2913314
Kansas,KS,2021-01-27,273819,3749,9281,143,2913314
Kansas,KS,2021-02-03,280287,3922,6468,173,2913314
Kansas,KS,2021-02-10,286223,4306,5936,384,2913314
Kansas,KS,2021-02-17,290051,4513,3828,207,2913314
Kansas,KS,2021-02-24,294139,4684,4088,171,2913314
Kansas,KS,2021-03-03,296387,4756,2248,72,2913314
Kansas,KS,2021-03-10,298461,4785,2074,29,2913314
Kansas,KS,2021-03-17,300003,4819,1542,34,2913314
Kansas,KS,2021-03-24,301428,4863,1425,44,2913314
Kansas,KS,2021-03-31,302835,4888,1407,25,2913314
Kansas,KS,2021-04-07,304223,4906,1388,18,2913314
Kansas,KS,2021-04-14,305762,4927,1539,21,2913314
Kansas,KS,2021-04-21,307249,4948,1487,21,2913314
Kansas,KS,2021-04-28,308853,4974,1604,26,2913314
Kansas,KS,2021-05-05,310399,4993,1546,19,2913314
Kansas,KS,2021-05-12,311648,5026,1249,33,2913314
Kansas,KS,2021-05-19,312861,5048,1213,22,2913314
Kansas,KS,2021-05-26,313985,5056,1124,8,2913314
Kansas,KS,2021-06-02,314834,5073,849,17,2913314
Kansas,KS,2021-06-09,315758,5096,924,23,2913314
Kansas,KS,2021-06-16,316562,5118,804,22,2913314
Kansas,KS,2021-06-23,317346,5133,784,15,2913314
Kansas,KS,2021-06-30,318398,5150,1052,17,2913314
Kansas,KS,2021-07-07,319849,5162,1451,12,2913314
Kansas,KS,2021-07-14,321431,5184,1582,22,2913314
Kansas,KS,2021-07-21,324377,5194,2946,10,2913314
Kansas,KS,2021-07-28,329155,5245,4778,51,2913314
Kansas,KS,2021-08-04,333501,5270,4346,25,2913314
Kansas,KS,2021-08-11,345281,5372,11780,102,2913314
Kansas,KS,2021-08-18,352715,5465,7434,93,2913314
Kansas,KS,2021-08-25,362666,5544,9951,79,2913314
Kansas,KS,2021-09-01,373473,5593,10807,49,2913314
Kansas,KS,2021-09-08,383169,5705,9696,112,2913314
Kansas,KS,2021-09-15,393973,5812,10804,107,2913314
Kansas,KS,2021-09-22,402226,5934,8253,122,2913314
Kansas,KS,2021-09-29,409145,6057,6919,123,2913314
Kansas,KS,2021-10-06,415681,6116,6536,59,2913314
Kansas,KS,2021-10-13,421647,6159,5966,43,2913314
Kansas,KS,2021-10-20,427166,6191,5519,32,2913314
Kansas,KS,2021-10-27,433016,6353,5850,162,2913314
Kansas,KS,2021-11-03,438449,6453,5433,100,2913314
Kansas,KS,2021-11-10,445269,6603,6820,150,2913314
Kansas,KS,2021-11-17,453089,6628,7820,25,2913314
Kansas,KS,2021-11-24,461360,6682,8271,54,2913314
Kansas,KS,2021-12-01,470053,6782,8693,100,2913314
Kansas,KS,2021-12-08,482475,6816,12422,34,2913314
Kansas,KS,2021-12-15,493628,6912,11153,96,2913314
Kansas,KS,2021-12-22,505774,6969,12146,57,2913314
Kansas,KS,2021-12-29,519887,7022,14113,53,2913314
Kansas,KS,2022-01-05,549955,7080,30068,58,2913314
Kansas,KS,2022-01-12,581822,7137,31867,57,2913314
Kansas,KS,2022-01-19,660970,7310,79148,173,2913314
Kansas,KS,2022-01-26,710042,7410,49072,100,2913314
Kansas,KS,2022-02-02,739004,7584,28962,174,2913314
Kansas,KS,2022-02-09,749075,7729,10071,145,2913314
Kansas,KS,2022-02-16,760754,7895,11679,166,2913314
Kansas,KS,2022-02-23,764263,7936,3509,41,2913314
Kansas,KS,2022-03-02,766856,7982,2593,46,2913314
Kansas,KS,2022-03-09,768217,8008,1361,26,2913314
Kansas,KS,2022-03-16,769038,8100,821,92,2913314
Kansas,KS,2022-03-23,769570,8206,532,106,2913314
Kansas,KS,2022-03-30,770062,8301,492,95,2913314
Kansas,KS,2022-04-06,770304,8403,242,102,2913314
Kansas,KS,2022-04-13,771252,8509,948,106,2913314
Kansas,KS,2022-04-20,772526,8527,1274,18,2913314
Kansas,KS,2022-04-27,773934,8599,1408,72,2913314
Kansas,KS,2022-05-04,775519,8637,1585,38,2913314
Kansas,KS,2022-05-11,777396,8691,1877,54,2913314
Kansas,KS,2022-05-18,782862,8795,5466,104,2913314
Kansas,KS,2022-05-25,785995,8888,3133,93,2913314
Kansas,KS,2022-06-01,789212,8894,3217,6,2913314
Kansas,KS,2022-06-08,793878,8896,4666,2,2913314
Kansas,KS,2022-06-15,797863,8897,3985,1,2913314
Kansas,KS,2022-06-22,801966,8905,4103,8,2913314
Kansas,KS,2022-06-29,807038,8914,5072,9,2913314
Kansas,KS,2022-07-06,812428,8921,5390,7,2913314
Kansas,KS,2022-07-13,819822,8925,7394,4,2913314
Kansas,KS,2022-07-20,827463,8934,7641,9,2913314
Kansas,KS,2022-07-27,834973,8937,7510,3,2913314
Kansas,KS,2022-08-03,841688,8938,6715,1,2913314
Kansas,KS,2022-08-10,848267,8945,6579,7,2913314
Kansas,KS,2022-08-17,853688,8952,5421,7,2913314
Kansas,KS,2022-08-24,858783,8965,5095,13,2913314
Kansas,KS,2022-08-31,864520,9021,5737,56,2913314
Kansas,KS,2022-09-07,869067,9037,4547,16,2913314
Kansas,KS,2022-09-14,873069,9078,4002,41,2913314
Kansas,KS,2022-09-21,875881,9088,2812,10,2913314
Kansas,KS,2022-09-28,878474,9554,2593,-3,2913314
Kansas,KS,2022-10-05,880118,9573,1644,19,2913314
Kansas,KS,2022-10-12,883065,9590,2947,17,2913314
Kansas,KS,2022-10-19,884977,9602,1912,12,2913314
Kansas,KS,2022-10-26,887100,9608,2123,6,2913314
Kansas,KS,2022-11-02,889485,9622,2385,13,2913314
Kansas,KS,2022-11-09,892210,9628,2725,6,2913314
Kansas,KS,2022-11-16,894792,9654,2582,26,2913314
Kansas,KS,2022-11-23,897862,9659,3070,5,2913314
Kansas,KS,2022-11-30,901450,9679,3588,20,2913314
Kansas,KS,2022-12-07,905702,9692,4252,13,2913314
Kansas,KS,2022-12-14,909830,9702,4128,10,2913314
Kansas,KS,2022-12-21,914047,9709,4217,7,2913314
Kansas,KS,2022-12-28,916756,9715,2709,6,2913314
Kansas,KS,2023-01-04,919598,9753,2842,38,2913314
Kansas,KS,2023-01-11,921933,9834,2335,81,2913314
Kansas,KS,2023-01-18,923871,9903,1938,69,2913314
Kansas,KS,2023-01-25,926022,9944,2151,41,2913314
Kansas,KS,2023-02-01,928184,9969,2162,25,2913314
Kansas,KS,2023-02-08,930147,9995,1963,26,2913314
Kansas,KS,2023-02-15,932204,10029,2057,34,2913314
Kansas,KS,2023-02-22,934179,10034,1975,5,2913314
Kansas,KS,2023-03-01,936121,10054,1942,20,2913314
Kansas,KS,2023-03-08,937868,10066,1747,12,2913314
Kansas,KS,2023-03-15,939236,10093,1368,27,2913314
Kansas,KS,2023-03-22,940525,10112,1289,19,2913314
Kansas,KS,2023-03-29,941744,10135,1219,23,2913314
Kansas,KS,2023-04-05,942750,10154,1006,19,2913314
Kentucky,KY,2020-01-22,0,0,0,0,4467673
Kentucky,KY,2020-01-29,0,0,0,0,4467673
Kentucky,KY,2020-02-05,0,0,0,0,4467673
Kentucky,KY,2020-02-12,0,0,0,0,4467673
Kentucky,KY,2020-02-19,0,0,0,0,4467673
Kentucky,KY,2020-02-26,0,0,0,0,4467673
Kentucky,KY,2020-03-04,0,0,0,0,4467673
Kentucky,KY,2020-03-11,8,0,8,0,4467673
Kentucky,KY,2020-03-18,28,1,20,1,4467673
Kentucky,KY,2020-03-25,194,5,166,4,4467673
Kentucky,KY,2020-04-01,621,18,427,13,4467673
Kentucky,KY,2020-04-08,1149,63,528,45,4467673
Kentucky,KY,2020-04-15,2220,115,1071,52,4467673
Kentucky,KY,2020-04-22,3373,185,1153,70,4467673
Kentucky,KY,2020-04-29,4522,234,1149,49,4467673
Kentucky,KY,2020-05-06,5933,283,1411,49,4467673
Kentucky,KY,2020-05-13,6851,321,918,38,4467673
Kentucky,KY,2020-05-20,8172,376,1321,55,4467673
Kentucky,KY,2020-05-27,9073,400,901,24,4467673
Kentucky,KY,2020-06-03,10409,450,1336,50,4467673
Kentucky,KY,2020-06-10,11878,483,1469,33,4467673
Kentucky,KY,2020-06-17,12991,515,1113,32,4467673
Kentucky,KY,2020-06-24,14363,536,1372,21,4467673
Kentucky,KY,2020-07-01,15843,570,1480,34,4467673
Kentucky,KY,2020-07-08,17920,605,2077,35,4467673
Kentucky,KY,2020-07-15,20679,642,2759,37,4467673
Kentucky,KY,2020-07-22,24542,673,3863,31,4467673
Kentucky,KY,2020-07-29,28723,720,4181,47,4467673
Kentucky,KY,2020-08-05,32728,748,4005,28,4467673
Kentucky,KY,2020-08-12,36946,789,4218,41,4467673
Kentucky,KY,2020-08-19,40927,841,3981,52,4467673
Kentucky,KY,2020-08-26,45237,901,4310,60,4467673
Kentucky,KY,2020-09-02,49990,966,4753,65,4467673
Kentucky,KY,2020-09-09,53979,1013,3989,47,4467673
Kentucky,KY,2020-09-16,58746,1081,4767,68,4467673
Kentucky,KY,2020-09-23,63513,1123,4767,42,4467673
Kentucky,KY,2020-09-30,68841,1173,5328,50,4467673
Kentucky,KY,2020-10-07,76588,1222,7747,49,4467673
Kentucky,KY,2020-10-14,83013,1275,6425,53,4467673
Kentucky,KY,2020-10-21,90998,1362,7985,87,4467673
Kentucky,KY,2020-10-28,101496,1441,10498,79,4467673
Kentucky,KY,2020-11-04,113003,1513,11507,72,4467673
Kentucky,KY,2020-11-11,127345,1604,14342,91,4467673
Kentucky,KY,2020-11-18,144753,1712,17408,108,4467673
Kentucky,KY,2020-11-25,166140,1835,21387,123,4467673
Kentucky,KY,2020-12-02,186765,1944,20625,109,4467673
Kentucky,KY,2020-12-09,209135,2118,22370,174,4467673
Kentucky,KY,2020-12-16,230654,2262,21519,144,4467673
Kentucky,KY,2020-12-23,250056,2464,19402,202,4467673
Kentucky,KY,2020-12-30,264829,2621,14773,157,4467673
Kentucky,KY,2021-01-06,297050,2771,32221,150,4467673
Kentucky,KY,2021-01-13,322828,2945,25778,174,4467673
Kentucky,KY,2021-01-20,344126,3194,21298,249,4467673
Kentucky,KY,2021-01-27,362521,3495,18395,301,4467673
Kentucky,KY,2021-02-03,378185,3812,15664,317,4467673
Kentucky,KY,2021-02-10,391017,4126,12832,314,4467673
Kentucky,KY,2021-02-17,398696,4318,7679,192,4467673
Kentucky,KY,2021-02-24,406774,4476,8078,158,4467673
Kentucky,KY,2021-03-03,412531,4671,5757,195,4467673
Kentucky,KY,2021-03-10,417289,4850,4758,179,4467673
Kentucky,KY,2021-03-17,421341,5029,4052,179,4467673
Kentucky,KY,2021-03-24,425240,5814,3899,785,4467673
Kentucky,KY,2021-03-31,428910,6064,3670,250,4467673
Kentucky,KY,2021-04-07,432272,6181,3362,117,4467673
Kentucky,KY,2021-04-14,436457,6259,4185,78,4467673
Kentucky,KY,2021-04-21,440137,6360,3680,101,4467673
Kentucky,KY,2021-04-28,443722,6473,3585,113,4467673
Kentucky,KY,2021-05-05,447416,6528,3694,55,4467673
Kentucky,KY,2021-05-12,450474,6615,3058,87,4467673
Kentucky,KY,2021-05-19,453087,6668,2613,53,4467673
Kentucky,KY,2021-05-26,455181,6721,2094,53,4467673
Kentucky,KY,2021-06-02,456639,7059,1458,338,4467673
Kentucky,KY,2021-06-09,458125,7104,1486,45,4467673
Kentucky,KY,2021-06-16,459379,7166,1254,62,4467673
Kentucky,KY,2021-06-23,460460,7189,1081,23,4467673
Kentucky,KY,2021-06-30,461625,7213,1165,24,4467673
Kentucky,KY,2021-07-07,463043,7242,1418,29,4467673
Kentucky,KY,2021-07-14,465869,7267,2826,25,4467673
Kentucky,KY,2021-07-21,470541,7301,4672,34,4467673
Kentucky,KY,2021-07-28,478426,7320,7885,19,4467673
Kentucky,KY,2021-08-04,490684,7348,12258,28,4467673
Kentucky,KY,2021-08-11,508223,7391,17539,43,4467673
Kentucky,KY,2021-08-18,531948,7457,23725,66,4467673
Kentucky,KY,2021-08-25,561517,7573,29569,116,4467673
Kentucky,KY,2021-09-01,594709,7761,33192,188,4467673
Kentucky,KY,2021-09-08,625238,7900,30529,139,4467673
Kentucky,KY,2021-09-15,656478,8092,31240,192,4467673
Kentucky,KY,2021-09-22,682304,8368,25826,276,4467673
Kentucky,KY,2021-09-29,701499,8633,19195,265,4467673
Kentucky,KY,2021-10-06,717743,8919,16244,286,4467673
Kentucky,KY,2021-10-13,730072,9182,12329,263,4467673
Kentucky,KY,2021-10-20,738983,9425,8911,243,4467673
Kentucky,KY,2021-10-27,746669,9665,7686,240,4467673
Kentucky,KY,2021-11-03,753808,9833,7139,168,4467673
Kentucky,KY,2021-11-10,762326,10062,8518,229,4467673
Kentucky,KY,2021-11-17,771976,10318,9650,256,4467673
Kentucky,KY,2021-11-24,783595,10760,11619,442,4467673
Kentucky,KY,2021-12-01,796324,10943,12729,183,4467673
Kentucky,KY,2021-12-08,812669,11347,16345,404,4467673
Kentucky,KY,2021-12-15,828044,11676,15375,329,4467673
Kentucky,KY,2021-12-22,844821,11883,16777,207,4467673
Kentucky,KY,2021-12-29,872477,12097,27656,214,4467673
Kentucky,KY,2022-01-05,928591,12255,56114,158,4467673
Kentucky,KY,2022-01-12,1001418,12434,72827,179,4467673
Kentucky,KY,2022-01-19,1096547,12614,95129,180,4467673
Kentucky,KY,2022-01-26,1183390,12786,86843,172,4467673
Kentucky,KY,2022-02-02,1244608,12974,61218,188,4467673
Kentucky,KY,2022-02-09,1286767,13182,42159,208,4467673
Kentucky,KY,2022-02-16,1300056,13449,13289,267,4467673
Kentucky,KY,2022-02-23,1313349,13664,13293,215,4467673
Kentucky,KY,2022-03-02,1320517,13900,7168,236,4467673
Kentucky,KY,2022-03-09,1324781,14097,4264,197,4467673
Kentucky,KY,2022-03-16,1327814,14380,3033,283,4467673
Kentucky,KY,2022-03-23,1329670,14659,1856,279,4467673
Kentucky,KY,2022-03-30,1331078,14895,1408,236,4467673
Kentucky,KY,2022-04-06,1332416,15028,1338,133,4467673
Kentucky,KY,2022-04-13,1334004,15028,1588,0,4467673
Kentucky,KY,2022-04-20,1336094,15028,2090,0,4467673
Kentucky,KY,2022-04-27,1336522,15413,428,385,4467673
Kentucky,KY,2022-05-04,1340453,15568,3931,155,4467673
Kentucky,KY,2022-05-11,1346097,15733,5644,165,4467673
Kentucky,KY,2022-05-18,1353308,15826,7211,93,4467673
Kentucky,KY,2022-05-25,1361964,15904,8656,78,4467673
Kentucky,KY,2022-06-01,1369644,15941,7680,37,4467673
Kentucky,KY,2022-06-08,1379684,16004,10040,63,4467673
Kentucky,KY,2022-06-15,1388782,16063,9098,59,4467673
Kentucky,KY,2022-06-22,1398505,16114,9723,51,4467673
Kentucky,KY,2022-06-29,1410587,16144,12082,30,4467673
Kentucky,KY,2022-07-06,1423234,16182,12647,38,4467673
Kentucky,KY,2022-07-13,1438773,16243,15539,61,4467673
Kentucky,KY,2022-07-20,1456175,16292,17402,49,4467673
Kentucky,KY,2022-07-27,1473621,16351,17446,59,4467673
Kentucky,KY,2022-08-03,1489962,16396,16341,45,4467673
Kentucky,KY,2022-08-10,1505393,16464,15431,68,4467673
Kentucky,KY,2022-08-17,1521756,16540,16363,76,4467673
Kentucky,KY,2022-08-24,1541762,16603,20006,63,4467673
Kentucky,KY,2022-08-31,1560608,16679,18846,76,4467673
Kentucky,KY,2022-09-07,1573767,16757,13159,78,4467673
Kentucky,KY,2022-09-14,1583456,16822,9689,65,4467673
Kentucky,KY,2022-09-21,1590376,16902,6920,80,4467673
Kentucky,KY,2022-09-28,1595490,16969,5114,67,4467673
Kentucky,KY,2022-10-05,1599887,17030,4397,61,4467673
Kentucky,KY,2022-10-12,1604081,17111,4194,81,4467673
Kentucky,KY,2022-10-19,1608271,17191,4190,80,4467673
Kentucky,KY,2022-10-26,1613157,17261,4886,70,4467673
Kentucky,KY,2022-11-02,1618691,17321,5534,60,4467673
Kentucky,KY,2022-11-09,1623938,17361,5247,40,4467673
Kentucky,KY,2022-11-16,1628451,17410,4513,49,4467673
Kentucky,KY,2022-11-23,1633581,17459,5130,49,4467673
Kentucky,KY,2022-11-30,1639577,17501,5996,42,4467673
Kentucky,KY,2022-12-07,1646421,17529,6844,28,4467673
Kentucky,KY,2022-12-14,1654020,17578,7599,49,4467673
Kentucky,KY,2022-12-21,1661721,17624,7701,46,4467673
Kentucky,KY,2022-12-28,1667706,17670,5985,46,4467673
Kentucky,KY,2023-01-04,1674160,17697,6454,27,4467673
Kentucky,KY,2023-01-11,1680452,17734,6292,37,4467673
Kentucky,KY,2023-01-18,1685941,17793,5489,59,4467673
Kentucky,KY,2023-01-25,1691892,17838,5951,45,4467673
Kentucky,KY,2023-02-01,1697463,17890,5571,52,4467673
Kentucky,KY,2023-02-08,1703391,17939,5928,49,4467673
Kentucky,KY,2023-02-15,1708803,18000,5412,61,4467673
Kentucky,KY,2023-02-22,1713208,18055,4405,55,4467673
Kentucky,KY,2023-03-01,1717006,18094,3798,39,4467673
Kentucky,KY,2023-03-08,1719953,18130,2947,36,4467673
Kentucky,KY,2023-03-15,1722683,18177,2730,47,4467673
Kentucky,KY,2023-03-22,1725499,18243,2816,66,4467673
Kentucky,KY,2023-03-29,1727587,18292,2088,49,4467673
Kentucky,KY,2023-04-05,1729080,18349,1493,57,4467673
Louisiana,LA,2020-01-22,0,0,0,0,4648794
Louisiana,LA,2020-01-29,0,0,0,0,4648794
Louisiana,LA,2020-02-05,0,0,0,0,4648794
Louisiana,LA,2020-02-12,0,0,0,0,4648794
Louisiana,LA,2020-02-19,0,0,0,0,4648794
Louisiana,LA,2020-02-26,0,0,0,0,4648794
Louisiana,LA,2020-03-04,0,0,0,0,4648794
Louisiana,LA,2020-03-11,5,0,5,0,4648794
Louisiana,LA,2020-03-18,266,6,261,6,4648794
Louisiana,LA,2020-03-25,1796,65,1530,59,4648794
Louisiana,LA,2020-04-01,6424,273,4628,208,4648794
Louisiana,LA,2020-04-08,17030,655,10606,382,4648794
Louisiana,LA,2020-04-15,21949,1104,4919,449,4648794
Louisiana,LA,2020-04-22,25253,1475,3304,371,4648794
Louisiana,LA,2020-04-29,27660,1841,2407,366,4648794
Louisiana,LA,2020-05-06,30398,2162,2738,321,4648794
Louisiana,LA,2020-05-13,32623,2381,2225,219,4648794
Louisiana,LA,2020-05-20,35316,2609,2693,228,4648794
Louisiana,LA,2020-05-27,38486,2721,3170,112,4648794
Louisiana,LA,2020-06-03,41108,2868,2622,147,4648794
Louisiana,LA,2020-06-10,44014,2967,2906,99,4648794
Louisiana,LA,2020-06-17,48249,3059,4235,92,4648794
Louisiana,LA,2020-06-24,52477,3151,4228,92,4648794
Louisiana,LA,2020-07-01,60178,3238,7701,87,4648794
Louisiana,LA,2020-07-08,70151,3339,9973,101,4648794
Louisiana,LA,2020-07-15,84135,3460,13984,121,4648794
Louisiana,LA,2020-07-22,99354,3667,15219,207,4648794
Louisiana,LA,2020-07-29,112773,3882,13419,215,4648794
Louisiana,LA,2020-08-05,125943,4096,13170,214,4648794
Louisiana,LA,2020-08-12,134304,4355,8361,259,4648794
Louisiana,LA,2020-08-19,139900,4608,5596,253,4648794
Louisiana,LA,2020-08-26,145722,4851,5822,243,4648794
Louisiana,LA,2020-09-02,150724,5005,5002,154,4648794
Louisiana,LA,2020-09-09,155875,5139,5151,134,4648794
Louisiana,LA,2020-09-16,159876,5296,4001,157,4648794
Louisiana,LA,2020-09-23,163889,5408,4013,112,4648794
Louisiana,LA,2020-09-30,167455,5511,3566,103,4648794
Louisiana,LA,2020-10-07,172625,5603,5170,92,4648794
Louisiana,LA,2020-10-14,176239,5695,3614,92,4648794
Louisiana,LA,2020-10-21,181151,5784,4912,89,4648794
Louisiana,LA,2020-10-28,185830,5890,4679,106,4648794
Louisiana,LA,2020-11-04,190188,5975,4358,85,4648794
Louisiana,LA,2020-11-11,194711,6058,4523,83,4648794
Louisiana,LA,2020-11-18,209923,6184,15212,126,4648794
Louisiana,LA,2020-11-25,225639,6350,15716,166,4648794
Louisiana,LA,2020-12-02,241336,6501,15697,151,4648794
Louisiana,LA,2020-12-09,258926,6683,17590,182,4648794
Louisiana,LA,2020-12-16,275551,6932,16625,249,4648794
Louisiana,LA,2020-12-23,293930,7226,18379,294,4648794
Louisiana,LA,2020-12-30,311230,7448,17300,222,4648794
Louisiana,LA,2021-01-06,333513,7681,22283,233,4648794
Louisiana,LA,2021-01-13,355841,8022,22328,341,4648794
Louisiana,LA,2021-01-20,374585,8383,18744,361,4648794
Louisiana,LA,2021-01-27,392414,8688,17829,305,4648794
Louisiana,LA,2021-02-03,406240,9006,13826,318,4648794
Louisiana,LA,2021-02-10,414723,9212,8483,206,4648794
Louisiana,LA,2021-02-17,421023,9390,6300,178,4648794
Louisiana,LA,2021-02-24,426930,9527,5907,137,4648794
Louisiana,LA,2021-03-03,431794,9668,4864,141,4648794
Louisiana,LA,2021-03-10,435505,9812,3711,144,4648794
Louisiana,LA,2021-03-17,438983,9955,3478,143,4648794
Louisiana,LA,2021-03-24,442231,10055,3248,100,4648794
Louisiana,LA,2021-03-31,444874,10141,2643,86,4648794
Louisiana,LA,2021-04-07,447645,10185,2771,44,4648794
Louisiana,LA,2021-04-14,450694,10264,3049,79,4648794
Louisiana,LA,2021-04-21,454396,10316,3702,52,4648794
Louisiana,LA,2021-04-28,457351,10366,2955,50,4648794
Louisiana,LA,2021-05-05,460802,10417,3451,51,4648794
Louisiana,LA,2021-05-12,464005,10461,3203,44,4648794
Louisiana,LA,2021-05-19,467056,10507,3051,46,4648794
Louisiana,LA,2021-05-26,469842,10561,2786,54,4648794
Louisiana,LA,2021-06-02,472253,10594,2411,33,4648794
Louisiana,LA,2021-06-09,474674,10632,2421,38,4648794
Louisiana,LA,2021-06-16,476804,10670,2130,38,4648794
Louisiana,LA,2021-06-23,478943,10708,2139,38,4648794
Louisiana,LA,2021-06-30,481472,10735,2529,27,4648794
Louisiana,LA,2021-07-07,485805,10765,4333,30,4648794
Louisiana,LA,2021-07-14,492841,10809,7036,44,4648794
Louisiana,LA,2021-07-21,506882,10874,14041,65,4648794
Louisiana,LA,2021-07-28,531952,10948,25070,74,4648794
Louisiana,LA,2021-08-04,562320,11130,30368,182,4648794
Louisiana,LA,2021-08-11,601941,11407,39621,277,4648794
